"species","breed_name","color","name","actual_card_num","sex","birth_date"
2,"МЕТИС","ПЕРСИКОВЫЙ","КОТ",3952,3,20220414
1,"ВЕЛЬШ-КОРГИ-ПЕМБРОК","РЫЖЕ БЕЛЫЙ","БОННИ",3953,2,20191101
2,"СКОТТИШ СТРАЙТ","КОРИЧНЕВЫЙ ТАББИ","ДИКС",2747,4,20210601
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СЕРЕБРО С ЗОЛОТОМ","АМУР",3955,1,20221108
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СЕРЕБРО С ЗОЛОТОМ","ЛАККИ",3954,1,20230112
2,"МЕТИС","ПЕРСИКОВЫЙ","РИМ",3956,3,20220901
2,"МЕТИС","ТРЕХЦВЕТНАЯ","ЛАПКА",3958,2,20220303
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ПЕСОК","ВАСЬКА",3959,1,20100419
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","ГУЧЧИ",4041,3,20220701
2,"МЕТИС","БЕЛЫЙ","МАРСИК",3960,1,20221015
2,"МЕТИС","БЕЛЫЙ","МАРТИН",1111,3,20180606
1,"ТЕРЬЕР ДЖЕК-РАССЕЛ","БЕЛОРЫЖИЙ","ЖОЗЕФИНА",3961,2,20220213
1,"МЕТИС","БЕЛОРЫЖАЯ","АСЯ",3962,4,20220725
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","ЧЕРНЫЙ ПОДПАЛЫЙ","МИККИ",3619,3,20220725
2,"СИБИРСКАЯ","СЕРЫЙ ТАББИ","БАРТОЛОМЕЙ",3949,1,20221015
2,"МЕТИС","ГОЛУБОЙ","МАРС",1292,3,20180817
1,"ЛАЙКА ЗАПАДНО-СИБИРСКАЯ","СЕРЫЙ С БЕЛЫМ","АМУР",4502,1,20110120
1,"ПИНЧЕР ЦВЕРГ","РЫЖИЙ","ДЭНИ",3181,1,20220207
2,"МЕТИС","ВИСКАС","ДЫМКА",1779,4,20200308
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","АБРИКОС","ЧАК",3967,1,20230129
1,"ТАКСА КАРЛИКОВАЯ ГЛАДКОШЕРСТНАЯ","ЧЕРНОПОДПАЛЫЙ","ГАБИК",1528,1,20200829
2,"ПЕРСИДСКАЯ","БЕЖЕВЫЙ","КУЗЬМА",7116,3,20100109
2,"МЕТИС","БЕЛОСЕРАЯ","МУСЯ",3969,4,20221001
1,"БИГЛЬ","ТРИКОЛОР","БАЛУ",6658,1,20110317
2,"МЕТИС","ЛЕСНОЙ","МЫШКА",3972,4,20210710
2,"МЕТИС","БЕЛЫЙ","БЕЛЛА",3973,2,20211215
1,"ТЕРЬЕР ТОЙ РУССКИЙ ГЛАДКОШЕРСТНЫЙ","КОРИЧНЕВЫЙ","РИЧИ",3975,1,20220214
2,"СКОТТИШ СТРАЙТ","ПЕПЕЛЬНЫЙ","ВЕНИАМИН",779,3,20180710
2,"МЕТИС","СЕРЫЙ ТАББИ","ЕВА",3976,4,20220308
2,"МЕТИС","РЫЖИЙ","ТИМИ",7048,1,20110706
2,"СКОТТИШ-ФОЛД","РЫЖИЙ ТАББИ","МАСИК",1393,3,20180719
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ШИНШИЛЛА","ЮНА",3977,4,20200516
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ПЕПЕЛЬНЫЙ","БАРСЕЛОНА",3978,4,20200516
2,"МЕТИС","ДИКИЙ СЕРЫЙ","КУЗЯ",3979,3,20190815
2,"МЕТИС","КОРИЧНЕВОБЕЛЫЙ","СЕМЕН",7092,1,20090309
2,"МЕТИС","РЫЖИЙ ТАББИ","РЫЖИЙ",7115,3,20120501
2,"МЕТИС","ТРИКОЛОР","СОНЯ",3981,2,20221010
2,"МЕТИС","ГОЛУБОЙ","ТИХОН",3982,1,20220815
1,"МЕТИС","РЫЖЕ ЧЕРНО БЕЛЫЙ","ОЛИВЕР",3377,3,20200815
2,"МЕТИС","СЕРЫЙ ТАББИ","ВАСЯ",5827,3,20181212
2,"МЕТИС","ТРИКОЛОР","БУСЯ",3983,4,20220619
2,"СКОТТИШ-ФОЛД","ЛИЛОВЫЙ","КЛЁПА",3984,4,20170501
2,"МЕТИС","ТРИКОЛОР","СОНЯ",3985,2,20221111
2,"МЭЙН-КУН","РЫЖИЙ ТАББИ","РИЧАРД",3995,3,20191128
2,"МЕТИС","ЧЕРЕПАХА","МУРКА",9327,4,20090514
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ТАЙСОН",610,3,20170505
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","БЕЛОСЕРЫЙ","КОКОС",978,3,20190427
1,"ХАСКИ","ПОРОДНЫЙ","ТОРИ",3989,2,20230120
1,"ПИНЧЕР ТОЙ","ЧЕРНЫЙ С ЗОЛОТОМ","ТАЙСОН",3990,1,20221205
1,"МЕТИС","КОРИЧНЕВОБЕЛЫЙ","БАРНИ",3991,3,20210801
1,"ЧИ-ХУА-ХУА","РЫЖИЙ","БОНЯ",3996,1,20220201
2,"МЕТИС","ЧЕРНАЯ","ЖУЖА",3997,4,20220301
2,"СКОТТИШ-ФОЛД","ШИНШИЛЛА","АСЯ",3998,2,20230304
2,"МЕТИС","СЕРЫЙ ТАББИ","ВЕНЯ",3999,1,20230104
1,"РИДЖБЕК РОДЕЗИЙСКИЙ","КРАСНО ПШЕНИЧНЫЙ","АЙРИС",4000,2,20230218
1,"РИДЖБЕК РОДЕЗИЙСКИЙ","КРАСНО ПШЕНИЧНЫЙ","ЯРА",4019,2,20230218
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЕБРИСТАЯ ШИНШИЛ","ЛУЛУША",3986,4,20220505
2,"МЕТИС","БЕЛАЯ","МОНА",4012,4,20220606
1,"ШИ-ТЦУ","БЕЛОРЫЖИЙ","ТАЙ",4014,1,20230210
2,"МЕТИС","ЛЕСНОЙ","СТЕПАН",4015,3,20200827
2,"МЕТИС","ЧЕРНАЯ","МАЛЮНЯ",4016,4,20150505
2,"МЕТИС","ЧЕРНО-БЕЛЫЙ","ФЕЛИКС",4017,1,20220501
2,"МЕТИС","ЧЕРНАЯ С РЫЖИМ","ЧЕРНУШКА",4018,4,20220501
1,"ГОНЧАЯ ЭСТОНСКАЯ","ТРИКОЛОР","ЛАРС",2966,1,20220521
1,"МЕТИС","ШОКОЛАД","ДЖЕКСОН",6732,1,20150515
1,"МЕТИС","ТИГРОВАЯ","НАЙДА",4023,4,20140101
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","БЕЛО ГОЛУБАЯ","ЭЛИС",4024,2,20220516
1,"СПАНИЕЛЬ АНГЛИЙСКИЙ","РЫЖИЙ","ШЕРИ",4021,4,20170515
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ","ЧИТОС",4025,3,20221120
2,"МЕТИС","ЧЕРНЫЙ","ТИША",4026,4,20220509
2,"МЕТИС","ЧЕРНЫЙ","ТИНА",4027,2,20220701
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","ВИТАС",2955,3,20210624
2,"БЕНГАЛЬСКАЯ","РОЗЕТКА НА ЗОЛОТЕ","ЛЕКСА",4022,4,20220805
2,"МЕТИС","СЕРЫЙ ТАББИ","ЖОРА",2956,3,20210404
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","БЕЛОРЫЖАЯ","ЮНА",6306,2,20160606
2,"МЕТИС","ТРИКОЛОР","СОНЯ",6986,4,20100512
1,"БОЛОНКА МАЛЬТИЙСКАЯ","БЕЛЫЙ","БОСЯ",7159,3,20100921
2,"МЕТИС","ЧЕРЕПАХА","ДУСЯ",4029,4,20220510
2,"СФИНКС КАНАДСКИЙ","ЛИЛОВЫЙ","САКУРА",4074,2,20220218
1,"ШАР-ПЕЙ","ПАЛЕВЫЙ","КОНИ",10073,2,20090606
2,"МЕТИС","ЧЕРЕПАХА","МУЛЯ",1605,4,20221111
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","КРЕМ","МУРИК",1536,1,20200515
2,"СКОТТИШ-ФОЛД","ШИНШИЛЛА","БАСИК",4072,1,20200730
2,"МЕТИС","ЧЕРНОБЕЛАЯ","ЛЮСЯ",4001,4,20220901
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СЕРЕБРО НА ЗОЛОТЕ","ШАНЕЛЬ",4002,2,20230217
2,"МЕТИС","БЕЛЫЙ","СНЕЖАНА",7101,4,20090715
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","БОНСТИК",7001,3,20170901
1,"ХАСКИ","ЧЕРНОБЕЛЫЙ","НОРД",117,1,20180201
2,"МЕТИС","ЗОЛОТИСТЫЙ ТАББИ","ЗИЗА",1165,4,20181116
1,"МЕТИС","ТРИКОЛОР","ТОБИК",404,1,20091109
2,"МЕТИС","ЧЕРНЫЙ","БЛЭР",1842,4,20211124
2,"МЕТИС","ЧЕРЕПАХА","КЭССИ",774,4,20180311
1,"МЕТИС","ЧЕРНОБЕЛЫЙ С ПОДП","РОНИ",4057,1,20210101
2,"МЕТИС","РЫЖИЙ","ТАЛИСМАН",4030,4,20220506
1,"ТЕРЬЕР ТОЙ РУССКИЙ ГЛАДКОШЕРСТНЫЙ","ШОКОЛОДНЫЙ","АРЧИ",3661,3,20210204
2,"МЕТИС","СЕРЫЙ ТАББИ","КИТИ",4003,3,20210620
2,"МЕТИС","РЫЖИЙ ТАББИ","ТИМОФЕЙ",3974,3,20220426
2,"МЕТИС","ЧЕРНЫЙ","МАЛЬЧИК",1345,3,20190901
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","МАША",6730,4,20050601
2,"МЕТИС","ЧЕРНОБЕЛАЯ","МАТИЛЬДА",1633,4,20190601
2,"ТАЙСКАЯ","ШОКОПОЙНТ","НЮША",4004,4,20220318
2,"МЕТИС","ЧЕРНЫЙ","КОТТ",6733,4,20100501
2,"СКОТТИШ СТРАЙТ","СЕРЕБРИСТЫЙ ВИСКАС","ЛАККИ",4005,1,20221010
1,"БОЛОНКА МАЛЬТИЙСКАЯ","БЕЛЫЙ","МИККИ",3684,3,20220905
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","КИММИ",2455,3,20210428
2,"СФИНКС ДОНСКОЙ","СИЛПОЙНТ","ЛЕЯ",4006,2,20230118
1,"ЧИ-ХУА-ХУА","БЕЛЫЙ","АРЧИ",4007,1,20221227
2,"МЕТИС","ЧЕРНЫЙ","МОНА",3718,4,20220901
2,"МЕТИС","БЕЛОСЕРЫЙ","БУСЬКА",7015,2,20100501
1,"ПУДЕЛЬ КАРЛИКОВЫЙ","КРАСНЫЙ","ДОМИ",1893,1,20200720
2,"МЕТИС","КОРИЧНЕВЫЙ","КУСЬ",4008,1,20210530
1,"ТЕРЬЕР АМЕРИКАНСКИЙ СТАФФОРДШИРСКИЙ","ТИГРОВЫЙ","ТАРХАН",3317,1,20150703
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ ТАББИ","ШАНТИ",6506,4,20150501
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","ЛИЛУ",6661,4,20101115
2,"ДЕВОН-РЕКС","ШОКОПОЙНТ","МОККА",4059,2,20221220
2,"СКОТТИШ СТРАЙТ","ГОЛУБОЙ","КЕКС",4011,1,20220224
2,"СФИНКС КАНАДСКИЙ","КРЕМОВЫЙ","ФЕЯ",4013,2,20220602
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","АСЯ",4040,4,20221108
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЕБРИСТЫЙ ТАББИ","ТОММИ",2143,3,20200407
2,"МЕТИС","ЧЕРНОБЕЛАЯ","МАТИЛЬДА",6231,4,20080308
1,"БОРЗАЯ РУССКАЯ ПСОВАЯ","БЕЛАЯ","ВЕНЕЦИЯ",603,4,20160302
2,"КОРНИШ-РЕКС","СЕРЫЙ","ЛУФИ",4042,3,20220701
2,"КОРНИШ-РЕКС","ЧЕРНЫЙ","РОКСИ",4043,4,20220410
2,"МЕТИС","СЕРЫЙ ТАББИ","ГЕЛИК",1856,3,20170710
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","АРЧИБАЛЬД",6016,3,20151201
2,"МЕТИС","ЧЕРНЫЙ БИКОЛОР","МАРТА",2597,4,20210615
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","БАРСИК",6026,3,20090811
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","АНФИСА",6027,2,20100525
2,"МЕТИС","ЧЕРЕПАХОВЫЙ БИКОЛР","МУСЯ",1831,4,20200828
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","АНФИСИК",1865,3,20180802
2,"МЕТИС","КОРИЧНЕВЫЙ","КАСПЕР",4033,3,20221020
1,"ПИНЧЕР ЦВЕРГ","КОРИЧ С ПОДПАЛОМ","ТАЙСОН",4034,3,20191019
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","МАРУСЯ",4035,4,20131228
2,"СКОТТИШ-ФОЛД","ТЕМНЫЙ ШОКОЛАД","ДЫМКА",1568,4,20190515
2,"СФИНКС КАНАДСКИЙ","СЕРЫЙ","ЛЕВА",830,3,20170601
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","КОТЯ",6201,4,20150223
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","РЫЖИЙ ТАББИ","ЧУПА",1201,3,20181010
2,"ЕВРОПЕЙСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ ТАББИ","МИККИ",2086,4,20190401
2,"МЕТИС","ГОЛУБОЙ","МАРСИК",7120,3,20100704
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","КОТЯ",4044,3,20210523
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ГРЕЙ",1566,3,20170113
2,"МЕТИС","СЕРЫЙ МРАМОР","МАРКУС",1899,3,20190509
1,"МЕТИС","ЧЕРНОБЕЛЫЙ","ДЖЕК",2250,1,20200901
2,"СКОТТИШ СТРАЙТ","ШИНШИЛЛА","БОНИ",4045,2,20230312
1,"РЕТРИВЕР ЛАБРАДОР","ПАЛЕВЫЙ","ДОРА",2050,2,20080609
1,"СПАНИЕЛЬ АМЕРИКАНСКИЙ КОКЕР","КРЕМОВЫЙ","НЮША",1888,2,20120514
1,"ЧИ-ХУА-ХУА","ЧЕРНОБЕЛЫЙ","ЧИЧИ",1889,2,20190430
2,"МЕТИС","СЕРЫЙ ТАББИ","БОРЯ",2087,3,20191015
2,"МЕТИС","ЧЕРНЫЙ","ПАША",4036,3,20220808
2,"СКОТТИШ СТРАЙТ","СЕРЕБРИСТЫЙ ШИНШЛА","МАРС",4037,1,20201023
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","ЗЕВС",1659,3,20170306
2,"МЕТИС","ЧЕРНЫЙ","БАГИРА",6298,2,20101212
1,"МОПС","БЕЖЕВЫЙ","ДЖЕЙ",1402,1,20180817
2,"МЕТИС","ЧЕРЕПАХА","МИЛА",5202,4,20171001
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","ФИЛИПП",5101,1,20101109
2,"МЕТИС","ГОЛУБОЙ БИКОЛОР","НЮША",6277,4,20100615
2,"МЕТИС","ГОЛУБОЙ","СПАРТАК",4046,1,20230312
2,"МЕТИС","РЫЖИЙ ТИГРОВЫЙ","ТИМОФЕЙ",6684,1,20100815
1,"МЕТИС","КАРАМЕЛЬНЫЙ","БРУНО",4047,1,20230310
1,"БОЛОНКА МАЛЬТИЙСКАЯ","БЕЛЫЙ","ЭДДИ",4038,1,20201204
2,"МЕТИС","ЧЕРНЫЙ","МУСЯ",4039,4,20221015
2,"МЕТИС","ШОКОЛАД","ШОКОЛАДКА",4061,4,20220720
2,"МЕТИС","БЕЛО-СЕРАЯ","СТЕША",4062,4,20221010
2,"СКОТТИШ-ФОЛД","ПЕРСИКОВЫЙ","СИМБА",99,3,20140701
1,"ТАКСА СТАНДАРТНАЯ ГЛАДКОШЕРСТНАЯ","ЧЕРНАЯ С ПОДПАЛОМ","АСЯ",6740,2,20100216
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","РЫЖИЙ","БОСС",6771,1,20090810
2,"МЕТИС","СЕРЕБР.ТАББИ","ВАСИЛИСА",4063,2,20100406
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","РУБИК",4064,3,20221120
1,"ЧИ-ХУА-ХУА","ЧЕРНО БЕЛЫЙ","БОНЯ",4065,1,20221231
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","БОНЯ",4048,4,20220824
1,"ХАСКИ","СЕРЫЙ","ТИМ",4049,1,20230419
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ БИКОЛОР","ТОМАС",6692,3,20130806
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ПЕРСИКОВЫЙ ТАББИ","ТИМА",4066,3,20181205
2,"МЕТИС","РЫЖИЙ","ПЕРСИК",4067,3,20221010
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СЕРЕБРО","ЛЕЙЛА",4068,2,20140108
1,"ШПИЦ ПОМЕРАНЦЕВЫЙ","СВЕТЛЫЙ БЕЖ","ЖУЖА",4050,2,20230403
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЧЕРНЫЙ","МАРСИК",4051,3,20220614
2,"МЕТИС","СЕРЫЙ ТАББИ","БОНЯ",4052,4,20210601
2,"МЕТИС","БЕЛАЯ","СНЕЖКА",4053,4,20220909
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","СТАЛЬ С ЗОЛОТОМ","БОНЯ",4070,1,20230412
1,"МЕТИС","ЧЕРНАЯ С БЕЛЫМ","ЗИТА",4069,4,20220725
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","СЕРЫЙ","КОКОС",4095,3,20230107
2,"СКОТТИШ СТРАЙТ","СЕРЫЙ ТАББИ","ДЖОННИ",4096,1,20230401
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАК","ГЕРА",4097,2,20151030
2,"МЕТИС","ГОЛУБОЙ","БАЗУКА",4073,4,20220808
2,"МЕТИС","СЕРЫЙ ТАББИ","ТИШКА",4098,3,20221121
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","БЕЛОШОКОЛАДНЫЙ","КУЗЯ",4100,1,20230406
2,"МЕТИС","ТРИКОЛОР","АЛИСА",3862,4,20221215
2,"СКОТТИШ-ФОЛД","ЧЕРЕПАХА","ЭЛЕОНОРА",4054,4,20150911
2,"ХАЙЛЕНД СТРАЙТ","СЕРЕБРИСТЫЙ ТАББИ","ЮЗИК",3268,3,20200415
2,"МЕТИС","СЕРЫЙ","ЭЙРОН",4077,3,20221021
1,"ШАР-ПЕЙ","ШОКОЛАД","ТЕЯ",4078,1,20230309
2,"МЕТИС","ЧЕРНЫЙ","МУРЗИК",4058,3,20221101
2,"МЕТИС","ЧЕРЕПАХ.ТАББИ","МИЛА",908,4,20170915
2,"МЕТИС","ЧЕРЕПАХОВЫЙ","СИМОНА",1664,4,20200801
1,"ХАСКИ","БЕЛЫЙ","ТОБИ",180,1,20100427
1,"ТЕРЬЕР ЯГД","ЧЕПРАК","НОРИ",1184,2,20181222
2,"МЕТИС","СЕРЫЙ ТАББИ","ВАСИЛИСА",6955,4,20150601
2,"МЕТИС","ЧЕРЕПАХА","ЦАРАПКА",4009,2,20230502
2,"СКОТТИШ СТРАЙТ","ЗОЛОТИСТ.ШИНШИЛЛА","ТОСЯ",4076,4,20221030
1,"МЕТИС","СЕРЫЙ","МАЛЫШ",4080,1,20180505
2,"МЕТИС","СЕРЕБРИСТЫЙ ТАББИ","МЯКИШ",4081,3,20220322
2,"МЕТИС","СЕРЕБРИСТЫЙ ТАББИ","МЫШКА",4094,3,20220501
2,"МЕТИС","СЕРЫЙ С БЕЛЫМ","ЕРШИК",4082,3,20220404
2,"СФИНКС КАНАДСКИЙ","СЕРЫЙ","РОБЕРТ",4083,3,20210522
2,"МЕТИС","РЫЖИЙ","СОЛ",7173,3,20130701
2,"МЕТИС","ЧЕРЕПАХОВЫЙ ТАББИ","ЛУНА",4084,4,20221114
1,"МЕТИС","БЕЛО-РЫЖАЯ","НЕЛЛИ",6797,2,20100425
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЛИЛОВЫЙ","МАРТА",808,2,20190329
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЧЕРЕПАХОВЫЙ ТАББИ","АДЕЛЬ",6672,4,20151201
2,"МЕТИС","РЫЖИЙ ТАББИ БИК","ЛЕВИ",600,3,20180815
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","ФЕДОР",7105,3,20100415
1,"ОВЧАРКА СРЕДНЕАЗИАТСКАЯ","ТРИКОЛОР","ГЕРДА",6772,2,20171001
1,"ОВЧАРКА НЕМЕЦКАЯ","ЧЕПРАК","НИКА",6675,2,20150417
2,"МЕТИС","СЕРЕБРИСТЫЙ ТАББИ","СЕРЖИК",4091,1,20220710
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","МАРУСЯ",4141,4,20230510
2,"МЕТИС","СЕРЫЙ ТАББИ","ЛАКИ",4032,4,20221211
2,"МЕТИС","СЕРЫЙ ТАББИ","БАРСИК",7104,3,20131005
2,"МЕТИС","ЧЕРНЫЙ","ДУСЯ",412,2,20120308
1,"КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА","БЕЖЕВАЯ","МИКС",6102,3,20110922
1,"МЕТИС","БЕЖЕВЫЙ","ГРАФ",4102,1,20230512
1,"КОЛЛИ ДЛИННОШЕРСТНАЯ","МРАМОРНЫЙ","ЮТА",4085,2,20230416
2,"МЕТИС","СЕРЫЙ ТАББИ","МОНЯ",4104,2,20230519
2,"МЕТИС","ТРИКОЛОР","РЫЖУЛЯ",413,4,20071227
2,"МЕТИС","ЧЕРЕПАХА","ПУЛЯ",3679,4,20220912
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ЭМИЛИ",6136,4,20130118
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ЗОЛОТИСТЫЙ","ТИМОША",414,1,20140924
1,"ЧИ-ХУА-ХУА","КРЕМОВЫЙ","ТИМОША",6707,1,20150901
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ЧЕРЕПАХ.КОЛОРПОЙНТ","КОСЯ",869,4,20190317
1,"ТЕРЬЕР ДЖЕК-РАССЕЛ","БЕЛОРЫЖИЙ","БАРБАРА",4086,2,20230105
2,"СНОУ-ШУ","ПОРОДНЫЙ","ДЫМА",5499,3,20080621
1,"ТАКСА СТАНДАРТНАЯ ГЛАДКОШЕРСТНАЯ","ЧЕРНОПОДПАЛАЯ","ГЕРЦОГ",5953,1,20090404
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОКРЕМОВЫЙ","КИТТИ",1361,4,20171229
2,"МЕТИС","БЕЛОСЕРЫЙ","АЛИСА",6775,4,20080725
2,"МЕТИС","ЧЕРНОБЕЛАЯ","КЛЯКСА",6970,4,20070901
2,"МЕТИС","БЕЛЫЙ","ФЕНЯ",277,4,20090802
2,"БЕНГАЛЬСКАЯ","РОЗЕТКА НА ЗОЛОТЕ","РОКСИ",599,4,20180401
2,"МЕТИС","ЧЕРЕПАХА","МУСЯ",2615,4,20200315
2,"МЕТИС","ЧЕРЕПАХА","АЧА",4105,4,20150501
2,"МЕТИС","ЗОЛОТИСТО СЕРЫЙ","СИМБА",4106,1,20230313
2,"СКОТТИШ-ФОЛД","ПЕРСИКОВЫЙ","ПЛЮША",4107,3,20180427
1,"МОПС","БЕЖЕВЫЙ","БАРИК",4164,1,20230419
1,"МЕТИС","РЫЖИЙ","ЖУЖА",5039,2,20141110
2,"МЕТИС","ПЕПЕЛЬНЫЙ","МАРКИЗ",598,1,20160414
2,"МЕТИС","ЧЕРНЫЙ","МУСЯ",1862,4,20190730
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","ГОЛУБОЙ","ДЖЕНИФЕР",1947,4,20180830
2,"МЕТИС","СЕРЫЙ ТАББИ","СЫР",6098,1,20090908
1,"БУЛЬДОГ ФРАНЦУЗСКИЙ","БЕЛЫЙ","ЭЛЬЗА",4108,2,20230517
2,"МЕТИС","ЧЕРНОБЕЛАЯ","КУЗЯ",6301,3,20090619
2,"БРИТАНСКАЯ КОРОТКОШЕРСТНАЯ","КРЕМОВЫЙ","ТИМОФЕЙ",6302,3,20091017
2,"СКОТТИШ СТРАЙТ","ЗОЛОТИСТ.ШИНШИЛЛА","СИМБА",4092,1,20230321
2,"МЕТИС","ЧЕРЕПАХА","МУСЯ",3901,4,20220422
2,"МЕТИС","ЧЕРНЫЙ","ШУСТРИК",6164,3,20100419
1,"МЕТИС","ЖЕЛТЫЙ","КНОПА",1534,2,20190520
1,"МЕТИС","ПАЛЕВЫЙ","МИРА",2026,2,20211210
2,"МЕТИС","БИКОЛОР","МУРЗИЛКА",538,2,20160506
1,"СПАНИЕЛЬ АНГЛИЙСКИЙ","РЫЖЕ ЗОЛОТОЙ","БАЙ",4131,1,20160515
2,"СКОТТИШ-ФОЛД","ГОЛУБОЙ","МОНИК",4130,1,20220713
2,"МЕТИС","ТРЕХЦВЕТНАЯ","1",4111,4,20220926
2,"МЕТИС","ЧЕРНЫЙ","ФУНТИК",4112,3,20220724
1,"СПАНИЕЛЬ АНГЛИЙСКИЙ","ЗОЛОТИСТЫЙ","ГАБРИЭЛЛА",4113,2,20230521
2,"МЕТИС","СЕРЫЙ ТАББИ","МАСЯ",4114,2,20230519
1,"ЧИ-ХУА-ХУА","ЧЕРНЫЙ","МАСЯ",4109,2,20230511
2,"МЕТИС","СЕРЫЙ ТАББИ НА БЕЛ","СИД",4132,1,20230401
2,"СКОТТИШ СТРАЙТ","ГОЛУБОЙ ВИСКАС","КАСПЕР",4134,3,20220730
1,"МЕТИС","ШОКОЛАДНЫЙ","ФИНИК",4089,1,20230308
2,"СКОТТИШ-ФОЛД","ЧЕРЕПАХА","АЛИСА",3599,2,20200728
2,"МЕТИС","ЧЕРНОБЕЛЫЙ","ЛИЛИ",1646,4,20200606
1,"МОПС","БЕЖЕВЫЙ","СОНЯ",4115,4,20110503
2,"МЕТИС","ЧЕРНОБЕЛАЯ","ВАСИЛИСА",4116,4,20190731
2,"ТАЙСКАЯ","СИЛ ПОЙНТ","СОНЯ",4117,4,20220616
1,"ТЕРЬЕР ЙОРКШИРСКИЙ","ЧЕПРАК","ЧИП",1679,1,20190806
1,"МЕТИС","ЧЕПРАК","БАСТА",1663,2,20190308
2,"МЕТИС","ЧЕРНЫЙ","БАРСИК",4118,1,20230501
2,"СКОТТИШ-ФОЛД","СЕРЫЙ ТАББИ","СТЕПАН",1007,3,20180816
1,"ТЕРЬЕР ЯГД","ЧЕРНО ПОДПАЛЫЙ","РУНА",4121,2,20230515
1,"МЕТИС","ЧЕРНЫЙ С ПОДПАЛОМ","КРАБИК",4122,2,20230601
1,"БОЛОНКА МАЛЬТИЙСКАЯ","БЕЛЫЙ","РИККИ",4123,1,20221222
2,"МЕТИС","РЫЖИЙ","СИМБА",4124,3,20220226
1,"БОЛОНКА МАЛЬТИЙСКАЯ","БЕЛЫЙ","ФУНТИК",4125,3,20181224
